6.272000000000000000e+03,9.728000000000000000e+03,1.865200000000000000e+04,5.215526485095431930e-01,8.726000000000000000e+03,1.472200000000000000e+04,5.927183806548023126e-01
4.887000000000000000e+03,9.409000000000000000e+03,1.865200000000000000e+04,5.044499249410251407e-01,8.444000000000000000e+03,1.472200000000000000e+04,5.735633745415025242e-01
6.553000000000000000e+03,1.053200000000000000e+04,1.865200000000000000e+04,5.646579455286296900e-01,8.783000000000000000e+03,1.472200000000000000e+04,5.965901372096182875e-01
7.275000000000000000e+03,1.018300000000000000e+04,1.865200000000000000e+04,5.459468153549217329e-01,8.267000000000000000e+03,1.472200000000000000e+04,5.615405515554952043e-01
5.421000000000000000e+03,8.568000000000000000e+03,1.865200000000000000e+04,4.593609264422046090e-01,7.744000000000000000e+03,1.472200000000000000e+04,5.260154870262192528e-01
4.740000000000000000e+03,8.432000000000000000e+03,1.865200000000000000e+04,4.520694831653441770e-01,7.805000000000000000e+03,1.472200000000000000e+04,5.301589457954082318e-01
8.367000000000000000e+03,1.008200000000000000e+04,1.865200000000000000e+04,5.405318464507827825e-01,8.637000000000000000e+03,1.472200000000000000e+04,5.866730063850020827e-01
5.129000000000000000e+03,9.047000000000000000e+03,1.865200000000000000e+04,4.850418185717349506e-01,7.732000000000000000e+03,1.472200000000000000e+04,5.252003803831001294e-01
5.055000000000000000e+03,9.055000000000000000e+03,1.865200000000000000e+04,4.854707269997855512e-01,7.451000000000000000e+03,1.472200000000000000e+04,5.061132998233935920e-01
6.487000000000000000e+03,8.629000000000000000e+03,1.865200000000000000e+04,4.626313532060905009e-01,7.962000000000000000e+03,1.472200000000000000e+04,5.408232577095503091e-01
4.667000000000000000e+03,8.750000000000000000e+03,1.865200000000000000e+04,4.691185931803559805e-01,7.803000000000000000e+03,1.472200000000000000e+04,5.300230946882217298e-01
6.767000000000000000e+03,9.775000000000000000e+03,1.865200000000000000e+04,5.240724855243406033e-01,8.565000000000000000e+03,1.472200000000000000e+04,5.817823665262872312e-01
7.259000000000000000e+03,9.674000000000000000e+03,1.865200000000000000e+04,5.186575166202015419e-01,8.306000000000000000e+03,1.472200000000000000e+04,5.641896481456324386e-01
5.758000000000000000e+03,9.111000000000000000e+03,1.865200000000000000e+04,4.884730859961398108e-01,7.791000000000000000e+03,1.472200000000000000e+04,5.292079880451026064e-01
4.933000000000000000e+03,8.810000000000000000e+03,1.865200000000000000e+04,4.723354063907355682e-01,6.746000000000000000e+03,1.472200000000000000e+04,4.582257845401440099e-01
5.221000000000000000e+03,8.993000000000000000e+03,1.865200000000000000e+04,4.821466866823932995e-01,8.039000000000000000e+03,1.472200000000000000e+04,5.460535253362315267e-01
6.433000000000000000e+03,9.582000000000000000e+03,1.865200000000000000e+04,5.137250696976195519e-01,7.693000000000000000e+03,1.472200000000000000e+04,5.225512837929628951e-01
5.210000000000000000e+03,8.945000000000000000e+03,1.865200000000000000e+04,4.795732361140896405e-01,7.671000000000000000e+03,1.472200000000000000e+04,5.210569216139111504e-01
4.219000000000000000e+03,7.033000000000000000e+03,1.865200000000000000e+04,3.770641218099935466e-01,6.317000000000000000e+03,1.472200000000000000e+04,4.290857220486347101e-01
5.208000000000000000e+03,8.778000000000000000e+03,1.865200000000000000e+04,4.706197726785331104e-01,7.822000000000000000e+03,1.472200000000000000e+04,5.313136802064937214e-01
4.822000000000000000e+03,8.048000000000000000e+03,1.731300000000000000e+04,4.648530006353607247e-01,7.607000000000000000e+03,1.465300000000000000e+04,5.191428376441684645e-01
5.416000000000000000e+03,9.896000000000000000e+03,1.731300000000000000e+04,5.715936001848321846e-01,7.953000000000000000e+03,1.465300000000000000e+04,5.427557496758342870e-01
7.183000000000000000e+03,1.114200000000000000e+04,1.731300000000000000e+04,6.435626407901576806e-01,9.202000000000000000e+03,1.465300000000000000e+04,6.279942673855183344e-01
6.740000000000000000e+03,9.219000000000000000e+03,1.731300000000000000e+04,5.324900363888407373e-01,8.110000000000000000e+03,1.465300000000000000e+04,5.534702791237289254e-01
6.137000000000000000e+03,9.718000000000000000e+03,1.731300000000000000e+04,5.613123086697857644e-01,7.646000000000000000e+03,1.465300000000000000e+04,5.218044086535180703e-01
5.965000000000000000e+03,9.720000000000000000e+03,1.731300000000000000e+04,5.614278287991683047e-01,7.461000000000000000e+03,1.465300000000000000e+04,5.091790077117314128e-01
5.154000000000000000e+03,8.550000000000000000e+03,1.731300000000000000e+04,4.938485531103795068e-01,7.881000000000000000e+03,1.465300000000000000e+04,5.378420801201119206e-01
7.410000000000000000e+03,1.115600000000000000e+04,1.731300000000000000e+04,6.443712816958354628e-01,9.062000000000000000e+03,1.465300000000000000e+04,6.184399099160581281e-01
7.475000000000000000e+03,1.033200000000000000e+04,1.731300000000000000e+04,5.967769883902269701e-01,8.934000000000000000e+03,1.465300000000000000e+04,6.097044973725517236e-01
6.204000000000000000e+03,9.044000000000000000e+03,1.731300000000000000e+04,5.223820250678681276e-01,7.629000000000000000e+03,1.465300000000000000e+04,5.206442366750836381e-01
5.053000000000000000e+03,1.017800000000000000e+04,1.731300000000000000e+04,5.878819384277710336e-01,8.608000000000000000e+03,1.465300000000000000e+04,5.874564935508087560e-01
4.875000000000000000e+03,9.481000000000000000e+03,1.731300000000000000e+04,5.476231733379541833e-01,7.933000000000000000e+03,1.465300000000000000e+04,5.413908414659114321e-01
5.555000000000000000e+03,8.719000000000000000e+03,1.731300000000000000e+04,5.036100040432045510e-01,7.248000000000000000e+03,1.465300000000000000e+04,4.946427352760526808e-01
5.550000000000000000e+03,9.302000000000000000e+03,1.731300000000000000e+04,5.372841217582163820e-01,8.008000000000000000e+03,1.465300000000000000e+04,5.465092472531222212e-01
6.506000000000000000e+03,8.422000000000000000e+03,1.731300000000000000e+04,4.864552648298965942e-01,7.721000000000000000e+03,1.465300000000000000e+04,5.269228144407288594e-01
